股票代码,公司简称,新闻当天日总市值,新闻当天日流通市值,新闻发布时间,新闻实际来源,原文长度,情感分数,真实性（虚假1真实0）,年报资产报酬率（%）,年报资产报酬率TTM（%）,年报营业利润率（%）,流动比率（%）,速动比率（%）,净资产负债率（%）,年报总资产周转率（次）,年报总资产周转率TTM（次）,资产负债率（%）,年报非流动资产/总资产（%）,情感分数2,标题中性分数 (t-4)_x,标题积极分数 (t-4)_x,标题消极分数 (t-4)_x,评论中性分数 (t-4)_x,评论积极分数 (t-4)_x,评论消极分数 (t-4)_x,标题中性分数 (t-3)_x,标题积极分数 (t-3)_x,标题消极分数 (t-3)_x,评论中性分数 (t-3)_x,评论积极分数 (t-3)_x,评论消极分数 (t-3)_x,标题中性分数 (t-2)_x,标题积极分数 (t-2)_x,标题消极分数 (t-2)_x,评论中性分数 (t-2)_x,评论积极分数 (t-2)_x,评论消极分数 (t-2)_x,标题中性分数 (t-1)_x,标题积极分数 (t-1)_x,标题消极分数 (t-1)_x,评论中性分数 (t-1)_x,评论积极分数 (t-1)_x,评论消极分数 (t-1)_x,标题中性分数 (t+0)_x,标题积极分数 (t+0)_x,标题消极分数 (t+0)_x,评论中性分数 (t+0)_x,评论积极分数 (t+0)_x,评论消极分数 (t+0)_x,标题中性分数 (t+1)_x,标题积极分数 (t+1)_x,标题消极分数 (t+1)_x,评论中性分数 (t+1)_x,评论积极分数 (t+1)_x,评论消极分数 (t+1)_x,标题中性分数 (t+2)_x,标题积极分数 (t+2)_x,标题消极分数 (t+2)_x,评论中性分数 (t+2)_x,评论积极分数 (t+2)_x,评论消极分数 (t+2)_x,标题中性分数 (t+3)_x,标题积极分数 (t+3)_x,标题消极分数 (t+3)_x,评论中性分数 (t+3)_x,评论积极分数 (t+3)_x,评论消极分数 (t+3)_x,标题中性分数 (t-4)_y,标题积极分数 (t-4)_y,标题消极分数 (t-4)_y,评论中性分数 (t-4)_y,评论积极分数 (t-4)_y,评论消极分数 (t-4)_y,标题中性分数 (t-3)_y,标题积极分数 (t-3)_y,标题消极分数 (t-3)_y,评论中性分数 (t-3)_y,评论积极分数 (t-3)_y,评论消极分数 (t-3)_y,标题中性分数 (t-2)_y,标题积极分数 (t-2)_y,标题消极分数 (t-2)_y,评论中性分数 (t-2)_y,评论积极分数 (t-2)_y,评论消极分数 (t-2)_y,标题中性分数 (t-1)_y,标题积极分数 (t-1)_y,标题消极分数 (t-1)_y,评论中性分数 (t-1)_y,评论积极分数 (t-1)_y,评论消极分数 (t-1)_y,标题中性分数 (t+0)_y,标题积极分数 (t+0)_y,标题消极分数 (t+0)_y,评论中性分数 (t+0)_y,评论积极分数 (t+0)_y,评论消极分数 (t+0)_y,标题中性分数 (t+1)_y,标题积极分数 (t+1)_y,标题消极分数 (t+1)_y,评论中性分数 (t+1)_y,评论积极分数 (t+1)_y,评论消极分数 (t+1)_y,标题中性分数 (t+2)_y,标题积极分数 (t+2)_y,标题消极分数 (t+2)_y,评论中性分数 (t+2)_y,评论积极分数 (t+2)_y,评论消极分数 (t+2)_y,标题中性分数 (t+3)_y,标题积极分数 (t+3)_y,标题消极分数 (t+3)_y,评论中性分数 (t+3)_y,评论积极分数 (t+3)_y,评论消极分数 (t+3)_y
300348,长亮科技,,,2017/6/26,中国证券报,927,39.3,0,8.1528,7.288,11.5509,3.2071,3.2043,35.2491,0.6706,0.6706,25.9266,36.3829,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999136924743652,0,0,0.9999136924743652,0,0,0.6666070620218912,0,0.3331812421480815,0.33330341180165607,0,0.6555632948875427,0.9998770952224731,0,0,0.9997153878211975,0,0,0.6665773193041483,0,0.3331991632779439,0.666576604048411,0,0.3332044879595439,0.7302565299547635,0.07688389833156879,0.18772312311025766,0.8072821383292859,0,0.18913787144881028,0.7967947944998741,0.14043874442577362,0.04990279227495194,0.8452110424637794,0.11592427790164947,0.024978043138980867,0.779827521127813,0.0756365411421832,0.13322372880636477,0.8192805075177959,0.05609481124316945,0.11362259411344341,0.9509787502742949,0,0.027376643248966763,0.9509438843954177,0,0.027376643248966763
600401,*ST海润,,,2017/6/27,其他,2731,15.5999999999999,1,-12.64,,-70.94,0.53,0.52,,0.2,,91.32,63.76,15,0.9999054670333862,0,0,0.9999067783355713,0,0,0,0,0.7282253503799438,0,0,0.7282253503799438,0.9999130964279175,0,0,0.9998555183410645,0,0,0.999415397644043,0,0,0.9690410494804382,0,0,0.8761853377024332,0.06655221879482269,0.0499640146891276,0.8404660105705262,0.08319659233093261,0.0663780947526296,0.8234149485826492,0.12332388609647751,0.04615609347820282,0.8043069794774056,0.09830298647284508,0.07816134765744209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600803,新奥股份,,,2017/6/28,21世纪经济报道,2272,34.2896,1,6.7423,6.2451,8.872,0.5865,0.4317,303.7636,0.5027,0.5027,72.6217,71.6219,32,0.7384276109583238,0.1603864536565893,0.05878333484425264,0.6210399620673236,0.1753490321776446,0.17631924152374268,0.857030485357557,0.14282198463167464,0,0.856955919946943,0.14281992401395524,0,0.8569091984203884,0.09176536117281232,0,0.8570093512535095,0.1428209628377642,0,0.4976401726404826,0.1660227874914805,0.27465614676475525,0.6642877658208212,0.1660227874914805,0.10806897282600403,0.9979551672935486,0,0,0.9996202826499939,0,0,0.767845997443566,0.22999977148496187,0,0.7589693252856915,0.07690520011461698,0.15377915364045364,0.8077315092086792,0.047580852395012266,0.14279638017926896,0.7600507651056562,0.04598930903843471,0.19035693861189343,0.8331771559185452,0.10353752970695496,0.05382225579685635,0.9348350862661997,0.05554325381914774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300198,纳川股份,,,2017/6/29,中国证券报,376,5.8,0,4.6431,4.1354,7.2412,1.6519,1.4111,81.6906,0.5289,0.5289,42.8615,49.255,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5999454975128173,0,0.35594269037246706,0.7684033632278442,0,0.1561213731765747,0.9999071359634399,0,0,0.8541995286941528,0,0,0.9999128182729086,0,0,0.6664523879686991,0,0.3204503854115804,0.6665356755256653,0,0.265355904897054,0.3332340518633525,0,0.5740978320439657,0.9999037981033325,0,0,0.9999121427536011,0,0,0.9999041557312012,0,0,0.79992516040802,0.1999494433403015,0,0.8886934452586703,0,0.1109901401731703,0.7775778836674161,0.08865440554089016,0.11106748713387384,0.8635253831744194,0.12497060745954514,0,0.6093693897128105,0.12497176975011826,0.24989677965641022
300058,蓝色光标,,,2017/7/7,证券时报,182,1.8,0,3.4764,3.4554,1.961,1.05,1.05,168.3444,0.9158,0.9158,62.0787,51.3792,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6672894954681396,0.19990942478179932,0.09935410022735595,0.6672871708869934,0.19990942478179932,0.09935410022735595,0.8563012613190545,0.10920398102866279,0,0.7461449835035536,0.21268133322397867,0,0.7499048084020614,0.12754499912261963,0.0992050051689148,0.7499079614877701,0.12754499912261963,0.0992050051689148,0.8459263260547931,0,0.14337663008616522,0.8459064181034381,0,0.14337663008616522,0.49994874000549316,0.4813501238822937,0,0.996936708688736,0,0,0.24997733533382416,0.24970291554927826,0.4996555373072624,0.4999477118253708,0,0.4996555373072624,0.7271165468476035,0.09087358279661699,0.17978803677992386,0.6359350085258484,0.18175999684767288,0.17978803677992386,0.854545133454459,0,0.1428025450025286,0.8136018174035209,0,0.1428025450025286
600281,太化股份,,,2017/7/7,每日经济新闻,2247,-2.91,1,1.6734,1.873,-3.4085,0.907,0.5318,203.2211,0.4552,0.4552,66.427,50.5218,-2,0.9999110698699951,0,0,0.9999110698699951,0,0,0.9999035596847534,0,0,0.9999035596847534,0,0,0.9998424053192139,0,0,0.9998424053192139,0,0,0.9999004602432251,0,0,0.999900221824646,0,0,0.9998584687709808,0,0,0.49995630979537964,0,0.48762840032577515,0.33326385418574017,0.3326257069905599,0.33280156056086224,0.9999095598856608,0,0,0.9999053080876669,0,0,0.9999033610026041,0,0,0.9999024271965027,0,0,0.9999131560325623,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300668,杰恩设计,,,2017/7/12,中国证券报,264,3.5,0,22.6492,17.3566,29.5369,7.0659,7.0659,12.1966,0.7573,0.7573,10.8708,23.868,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999018907546997,0,0,0,0.9958592057228088,0,0.9999129772186279,0,0,0.9999129772186279,0,0,0.4999569058418274,0,0.4996349513530731,0.4999569058418274,0,0.4995427131652832,0.9999134540557861,0,0,0.9999114274978638,0,0,0.9998885818890163,0,0,0.8570626122610909,0.1424704704965864,0,0.7474609577294552,0.14755469741243304,0.07820475101470947,0.6274916927019755,0.05593845880392826,0.29436158953291,0.7934531479753474,0.0966959794362386,0.10536861611950782,0.794875023826476,0.08597669550167616,0.11630233577502672,0.6859841575989356,0.07689842810997596,0.2028450874181894,0.8412900888002836,0,0.1537041709973262
300202,聚龙股份,,,2017/7/12,中国证券报,175,0,0,"3.19
",,"10.43
","7.58
","6.79
",,"0.26
",,"31.29
","25.77
",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600074,保千里,,,2017/7/12,第一财经,3066,-46.9,1,-131.81,,-274.82,0.34,0.25,,0.5,,257.85,31.71,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600346,恒力股份,,,2017/7/12,投资者网,631,-13.8,1,12.2238,12.2283,9.1326,0.8281,0.6123,172.305,1.1319,1.1319,62.6329,54.9065,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300143,星普医科,,,2017/8/1,中国证券报,607,10,0,6.3306,6.2371,48.9569,2.4884,2.2649,7.5055,0.128,0.128,6.8343,84.9012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600271,航天信息,,,2017/8/1,自媒体,1543,3.7,1,16.4222,15.6887,10.2299,3.1645,2.9663,70.3748,1.5971,1.5971,36.996,19.6844,4,0.9999116659164429,0,0,0.9999116659164429,0,0,0.9991593956947327,0,0,0.9991593956947327,0,0,0.7999203920364379,0,0.19989103078842163,0.7999203920364379,0,0.19986507892608643,0.7999246120452881,0,0.19992330074310302,0.5999422788619995,0.19995492696762085,0.19992330074310302,0.9999064207077026,0,0,0.9999064207077026,0,0,0.7645523652837083,0.09961151673987105,0.11775685242704444,0.7387858886976499,0.08470605837332236,0.15172792044845787,0.7211560636758805,0.07497935891151428,0.17029029577970506,0.7539328068494797,0.0496938943862915,0.1711886331439018,0.9999008655548096,0,0,0.9999069213867188,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300663,科蓝软件,,,2017/8/2,自媒体,6658,-17.161316,1,6.1382,5.1248,6.1066,2.3909,2.1454,67.3736,0.7074,0.7074,40.2534,3.7575,-25,0.9999126195907593,0,0,0.9999126195907593,0,0,0,0.9992532134056091,0,0,0.9992532134056091,0,0,0,0.9710901379585266,0.9999028444290161,0,0,0,0.9997716546058655,0,0.9998950958251953,0,0,0.4999213069677353,0,0.49903880059719086,0.7482289522886276,0,0.24913784861564636,0.7728107506578619,0.03600950674577193,0.17335685274817728,0.725975265828046,0.0665050593289462,0.17067095908251675,0.7590790267648369,0.03445777502553216,0.18175303524938122,0.7603265643119812,0.03447141935085428,0.167005461865458,0.7998986601829529,0,0.19983590841293336,0.8998885035514832,0,0.09992710947990417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300072,三聚环保,,,2017/8/3,网易财经,498,19,0,15.6863,13.5502,12.5894,2.0172,1.8383,169.576,1.0229,1.0229,58.6404,16.2184,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300236,上海新阳,,,2017/8/3,其他,1177,8.3,0,5.4149,5.3367,17.7307,4.3347,3.8763,16.092,0.3165,0.3165,13.8641,43.1349,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9991162419319153,0,0.9999098777770996,0,0,0.9998982747395834,0,0,0.6665934324264526,0,0.3331998785336812,0,0.9900304079055786,0,0,0.9997536540031433,0,0.9998724460601807,0,0,0.9999076128005981,0,0,0.6650776796870761,0.22215549813376534,0.11106511619355944,0.6665958960851034,0.10607765780554877,0.22000722090403238,0.8079569084303719,0.11608416977382842,0.04760061843054635,0.6664197530065264,0.2368395413671221,0.09441249143509638,0.886997123559316,0,0.10905895630518596,0.8885860509342618,0,0.11102464463975695,0.999665896097819,0,0,0.8323399424552917,0.0807760904232661,0.08325325449307759
603730,岱美股份,,,2017/8/3,中国经济网,11966,11.27,1,22.206,18.5741,20.8783,5.6813,3.9298,23.1978,1.0186,1.0186,18.8145,25.0486,15,,,,,,,0.9999035596847534,0,0,0.999913215637207,0,0,0,0.9997732043266296,0,0,0.9993762373924255,0,0.5999411344528198,0,0.3977179884910583,0.7999127388000489,0,0.19867731332778932,0.8446952688197295,0.04163587962587675,0.09744203959902127,0.8282924977441629,0.057356314112742744,0.09431068350871404,0.8495611644754506,0.05653863302384964,0.07078011228580668,0.8816649311720722,0.044905206771812055,0.0523205507885326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300272,开能环保,,,2017/8/9,中国证券报,267,7,0,1.0812,1.0768,1.4324,1.1204,0.9948,110.7468,0.2702,0.2702,34.2743,63.5358,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999122619628906,0,0,0.9999125003814697,0,0,0.9999116659164429,0,0,0.9999079704284668,0,0,0.9998984336853027,0,0,0.33330198129018146,0.6664042075475057,0,0.8460354575744042,0.15373104810714722,0,0.9227977257508498,0.07677907668627225,0,0.9998441764286586,0,0,0.8562637993267604,0.14281083856310164,0,0.7253386215730147,0.18177032470703125,0.09087103605270386,0.8177278908816251,0.18173459443179044,0,0.8170652886231741,0,0.16659207145373026,0.7426380713780721,0,0.14431790510813394,0.658049742380778,0.25706682602564496,0,0.9998324712117513,0,0
600596,新安股份,,,2017/8/9,每日经济新闻,2152,9.25,1,7.6147,7.1668,7.3824,1.0028,0.6679,92.3919,0.8533,0.8533,45.8494,57.7705,9,0.8023079037666321,0,0,0.9998973608016968,0,0,0.9991163611412048,0,0,0.9991163611412048,0,0,0.999845027923584,0,0,0.999845027923584,0,0,0.9999102354049683,0,0,0.9999102354049683,0,0,0.7554544642053801,0.06883849768803038,0.16166721541306067,0.7856771760973437,0.06883996519549139,0.13543441788903599,0.8212497572104136,0.06658080617586772,0.09960511724154154,0.8868999640146892,0.06664419174194336,0.03321731885274251,0.7048769883620434,0.12810318286602312,0.15306183772209364,0.6795521470216604,0.12790933786294398,0.17834598131668875,0.7464582920074463,0.24621199071407318,0,0.7464856058359146,0.24621199071407318,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300649,杭州园林,,,2017/8/11,中国证券报,307,6.8,0,12.526,11.4446,21.3521,3.7794,3.7794,16.0907,0.5513,0.5513,13.8605,49.6344,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999107122421265,0,0,0.99989914894104,0,0,0.9992581009864807,0,0,0.9992581009864807,0,0,0.9999107122421265,0,0,0.99989914894104,0,0,0.33330337206522626,0,0.6655973792076111,0.33330297470092773,0,0.6662752628326416,0.8294776953183688,0.15279161013089693,0,0.8118270589755132,0.1527907940057608,0,0.9790176020728217,0,0,0.9997619324260287,0,0,0.7252455353736877,0.1990114212036133,0,0.5992483139038086,0.1990114212036133,0.1395306944847107,0.8296168309450149,0.03994338870048523,0.11105761528015137,0.8596977782249451,0,0.13210592031478882
603538,美诺华,,,2017/8/11,其他,1031,49.48,1,5.2805,4.3065,10.5533,2.2853,1.8549,31.4605,0.4903,0.4903,23.2007,48.6467,47,0,0.9993903040885925,0,0.4999571442604065,0.49962300062179565,0,0,0.9993588328361511,0,0,0.9993588328361511,0,0.9999130964279175,0,0,0.9999130964279175,0,0,0.8035359240713573,0.07753571442195348,0.09507873512449719,0.7141421210198176,0.13668014605840048,0.1427805253437587,0.7436663173139095,0.1234135776758194,0.12491333857178688,0.8489340059459209,0.06227567419409752,0.062472205609083176,0.5713708060128349,0.14282556091036117,0.28553028617586407,0.2855561375617981,0.14278290101460048,0.5710939083780561,0.9965263605117798,0,0,0.9944121241569519,0,0,0.9139491319656372,0,0.08327700694402058,0.49917231996854144,0.13073252141475677,0.3293615182240804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300438,鹏辉能源,,,2017/8/16,中国证券报,323,6,0,10.679,8.1024,13.7644,1.6956,1.3401,82.4374,0.7526,0.7526,45.151,27.4827,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999901294708252,0,0,0.9999105930328369,0,0,0.7985596776008606,0,0.19836809635162353,0.7985596776008606,0,0.19896228313446046,0.9084759675539457,0,0.07688974875670213,0.9084347165547885,0,0.07688974875670213,0.8521732262202671,0.07039048203400203,0.06478791790349143,0.8522270683731351,0.07039111639772143,0.06478791790349143,0.6621027557473433,0.20031353047019557,0.10139694653059307,0.746971026847237,0.09508636750672993,0.10139694653059307,0.8122308999300003,0,0.18258898705244064,0.8122308999300003,0,0.1874038577079773,0,0,0.9995133876800537,0,0,0.9995133876800537
300492,山鼎设计,,,2017/8/16,中国证券报,233,-1,0,6.9467,6.5453,13.926,4.8572,4.8572,23.4694,0.4102,0.4102,19.0083,23.1609,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601766,中国中车,,,2017/8/16,其他,726,2,1,4.5975,4.3718,6.9869,1.2554,0.9841,191.9251,0.5915,0.5915,62.1854,31.9054,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600208,新湖中宝,,,2017/8/16,自媒体,1094,-4.78,1,4.675,4.4311,21.8018,2.2008,0.6102,284.6292,0.1482,0.1482,73.5893,34.0573,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600859,王府井,,,2017/8/18,上海证券报,324,-1,0,5.858,6.2683,5.1195,1.111,1.005,92.441,1.2075,1.2075,46.5585,60.0784,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.999509334564209,0,0,0.9991461038589478,0.4999321699142456,0.49953535199165344,0,0.4997672438621521,0.48443734645843506,0,0.9998955726623535,0,0,0.9998955726623535,0,0,0.9999092817306519,0,0,0.9998563528060913,0,0,0.6666061480840048,0.2792340914408366,0,0.6666086912155151,0.3191467523574829,0,0.9998993873596191,0,0,0,0.9978711605072021,0,0.8771633578069282,0.03029610352082686,0.08736799521879716,0.8632034785819777,0.030245986851778896,0.08948799335595334,0.7998449355363846,0.03869893252849579,0.14475556910037995,0.8288295358419419,0,0.14989943504333497
300225,金力泰,,,2017/8/22,中国证券报,912,16,0,3.9519,3.8644,6.0778,2.7882,2.4205,33.2162,0.6738,0.6738,24.4379,34.8827,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600053,九鼎投资,,,2017/8/22,自媒体,3030,-1.16720832,1,9.3953,8.9841,50.9037,1.1644,0.344,133.1235,0.1663,0.1663,56.409,42.742,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002310,东方园林,,,2017/9/6,上海证券报,541,14.28,0,10.0852,8.4906,17.187,1.1276,0.5437,209.8556,0.515,0.515,67.6196,31.6212,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601228,广州港,,,2017/9/6,自媒体,820,-16.5,1,6.1508,5.9897,13.0756,0.5256,0.4813,69.6766,0.3856,0.3856,38.0419,84.7758,-16,,,,,,,0.9999129772186279,0,0,0,0.9978454113006592,0,0.999907374382019,0,0,0.9997943043708801,0,0,0,0,0.8030714392662048,0.9999098777770996,0,0,0.7889429235458374,0.039990646839141844,0.15991611480712892,0.8288274121284485,0.039990646839141844,0.11994632720947265,0.7293817314836714,0.08801438808441162,0.17293262680371602,0.7294280542267694,0.06409668260150486,0.19623774223857457,0.7842703010584857,0.09779936558491475,0.08103544808722832,0.8103882235449713,0.09780063661369118,0.05393304695954194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300676,华大基因,,,2017/9/8,网易财经,152,0.8,0,10.5785,9.6662,24.0275,4.713,4.5426,20.5822,0.4486,0.4486,16.704,25.035,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998887777328491,0,0,0.9998887777328491,0,0,0.999913215637207,0,0,0.9998853206634521,0,0,0.5999013781547546,0.1997591495513916,0.19990919828414916,0.5780165314674377,0.1997591495513916,0.1998845100402832,0.9998997449874878,0,0,0.49994635581970215,0,0.4995843768119812,0.49993762870629627,0.41636032859484357,0.053356493512789406,0.499922717610995,0.33310602108637494,0.13575680057207742,0.7902748465538025,0.07497184276580811,0.11235275715589524,0.8157782644033432,0.07207047492265702,0.0858197957277298,0.756523755820174,0.11739226077732287,0.11828803780831788,0.7172521776274631,0.15685285706269114,0.11534398558892701,0.8984426259994507,0,0,0.9129079778989156,0,0
600075,新疆天业,,,2017/9/8,每日经济新闻,2194,-14.72,1,8.6143,8.4355,13.1701,0.7738,0.4893,95.1703,0.5713,0.5713,46.4183,71.6915,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300647,超频三,,,2017/9/11,中国证券报,1125,15,0,6.1213,4.3004,10.6021,1.3126,1.1074,105.4689,0.5396,0.5396,49.3815,43.5999,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999004602432251,0,0,0.999906063079834,0,0,0.7271448211236433,0.14413691108877008,0.05006916956468062,0.7270864627578042,0.053251364014365456,0.18173733082684604,0.6655190487702688,0.16662668188412985,0.15684894720713297,0.4999490777651469,0.3332192699114482,0.15684894720713297,0.38809797167778015,0.49987879395484924,0,0.38809797167778015,0.49987879395484924,0,0.8273421134267535,0.11340076071875436,0.057086031777518136,0.7991558194160462,0.13877210276467458,0.05708472047533308,0.7192959713935853,0.20528817296028137,0.05995965480804443,0.8498915886878967,0.0832297945022583,0.0399154806137085,0.8413440522394682,0.052609233479750786,0.1037855775732743,0.9872723002182809,0,0,,,,,,
300679,电连技术,,,2017/9/13,中国证券报,168,8.8,0,17.3592,12.019,29.3724,10.7637,10.2472,8.9991,0.6045,0.6045,8.2256,14.7223,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998571872711182,0,0,0.9998571872711182,0,0,0.9998632073402405,0,0,0.9998632073402405,0,0,0.9998721480369568,0,0,0.9998821020126343,0,0,0.9999114274978638,0,0,0.998974084854126,0,0,0.5998581647872925,0.3996003568172455,0,0.49988554120063783,0.39376437067985537,0.0999271810054779,0.7851655190451103,0.10043076569573921,0.10269847250821297,0.8348988242316664,0.08284156991724383,0.0679681656653421,0.8366517685353756,0.04662189073860645,0.10337846167385578,0.8382849609479308,0.053778503090143204,0.09367522224783897,0.9318923751513163,0,0.06664122740427653,0.7986672202746073,0.06124421755472819,0.13113882541656494
603566,普莱柯,,,2017/9/13,其他,581,-1.4,1,7.3161,7.1777,20.361,5.5765,5.2324,15.0603,0.2992,0.2992,13.089,36.1895,-2,0.9998811483383179,0,0,0.5999409914016723,0.3996719241142273,0,0.49995410442352295,0,0.49979159235954285,0.4999229311943054,0,0.49979159235954285,0.8783882707357407,0,0,0.7499309480190277,0.1444328874349594,0,0.9998428821563721,0,0,0.9998884201049805,0,0,0.5911944031715393,0,0.39958887100219725,0.7999152183532715,0,0.19991484880447388,0.9998290240764618,0,0,0.999827653169632,0,0,0.9999066591262817,0,0,0,0,0.9909868836402893,0.5999402046203614,0.3998021841049194,0,0.5999402046203614,0.39981048107147216,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000417,合肥百货,,,2017/9/13,上海证券报,145,3,1,4.4101,4.2199,4.1411,1.0634,0.7911,157.7356,1.0755,1.0755,57.2341,44.7298,2,0.932740592956543,0.04390077590942383,0,0.9294587969779968,0.04390077590942383,0,0,0.49977490305900574,0.4998079538345337,0.999331146478653,0,0,0.7498957738280296,0.24994273483753204,0,0.6249194219708443,0.24640391767024994,0.12495141476392746,0.9935137927532196,0,0,0.9935106138388315,0,0,0.7115654008729118,0.1428252032824925,0.11793471234185356,0.5697889072554452,0.28564938477107454,0.11793471234185356,0.7582944878216448,0.10337340215156818,0.1321360756611002,0.8108167463335497,0.06892316711360011,0.10174594254329286,0.7361072699228922,0.12022394225710914,0.09514901751563662,0.7464805444081625,0.16773382822672525,0.047548603443872364,0.9998843925339835,0,0,0.8570441263062614,0,0.14244186878204346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300199,翰宇药业,,,2017/9/14,中国证券报,350,1.59999999999999,0,7.4436,6.8528,28.4377,3.0043,2.8392,36.3763,0.2555,0.2555,26.6735,50.9494,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
